3,1,413.91,150.53,488.57,355.65,1,-1,-1,-1
3,2,512.46,143.21,542.34,334.00,1,-1,-1,-1
3,3,248.40,199.07,318.89,301.07,1,-1,-1,-1
3,5,300.43,186.07,402.60,292.41,1,-1,-1,-1
4,1,445.76,149.93,496.93,361.57,1,-1,-1,-1
4,2,531.05,144.72,548.79,337.16,1,-1,-1,-1
4,3,248.90,192.98,318.57,300.75,1,-1,-1,-1
4,5,300.44,184.65,403.06,292.71,1,-1,-1,-1
5,1,464.79,148.18,499.75,363.01,1,-1,-1,-1
5,2,546.03,145.87,550.78,336.82,1,-1,-1,-1
5,3,250.31,197.10,319.04,301.22,1,-1,-1,-1
5,5,300.81,185.73,403.33,292.85,1,-1,-1,-1
6,1,480.07,148.71,496.24,358.50,1,-1,-1,-1
6,2,555.19,147.00,565.98,344.59,1,-1,-1,-1
6,3,246.16,180.50,318.12,300.36,1,-1,-1,-1
6,5,300.05,184.95,403.79,293.18,1,-1,-1,-1
6,7,382.66,188.35,456.20,276.16,1,-1,-1,-1
7,1,486.90,154.88,499.58,358.85,1,-1,-1,-1
7,2,564.56,147.20,576.56,349.71,1,-1,-1,-1
7,3,251.18,187.95,317.62,299.78,1,-1,-1,-1
7,5,299.20,184.73,404.26,293.51,1,-1,-1,-1
7,7,383.70,186.67,453.66,274.63,1,-1,-1,-1
8,1,503.18,153.25,509.19,363.53,1,-1,-1,-1
8,2,581.62,145.58,579.65,349.93,1,-1,-1,-1
8,3,253.15,185.46,317.36,299.33,1,-1,-1,-1
8,5,298.91,185.07,403.94,293.23,1,-1,-1,-1
9,1,531.08,150.65,516.56,365.91,1,-1,-1,-1
9,2,600.17,144.20,584.27,350.47,1,-1,-1,-1
9,3,246.42,182.40,320.97,303.07,1,-1,-1,-1
9,5,303.15,185.11,402.58,292.20,1,-1,-1,-1
9,9,476.40,146.22,549.03,204.11,1,-1,-1,-1
10,1,553.26,151.38,524.87,368.06,1,-1,-1,-1
10,2,618.70,144.79,591.89,351.67,1,-1,-1,-1
10,3,226.07,158.38,325.68,310.06,1,-1,-1,-1
10,5,306.73,185.45,403.56,292.97,1,-1,-1,-1
10,7,438.32,191.74,438.57,263.74,1,-1,-1,-1
10,9,476.70,144.84,554.28,206.59,1,-1,-1,-1
11,1,572.38,148.84,534.90,369.75,1,-1,-1,-1
11,2,635.48,146.10,603.47,354.50,1,-1,-1,-1
11,3,224.60,146.24,327.60,313.80,1,-1,-1,-1
11,5,301.80,192.81,404.11,293.42,1,-1,-1,-1
11,7,443.72,192.36,438.29,261.73,1,-1,-1,-1
11,9,477.96,143.43,553.66,206.95,1,-1,-1,-1
11,10,499.75,140.16,576.35,195.86,1,-1,-1,-1
12,1,584.05,149.15,542.88,369.42,1,-1,-1,-1
12,2,647.94,146.08,616.32,358.47,1,-1,-1,-1
12,3,229.87,139.39,329.92,317.51,1,-1,-1,-1
12,5,295.73,196.70,406.01,295.06,1,-1,-1,-1
12,7,442.92,193.28,439.89,260.85,1,-1,-1,-1
12,9,483.08,143.49,548.26,205.46,1,-1,-1,-1
12,10,498.76,139.64,575.96,196.22,1,-1,-1,-1
13,1,593.70,149.60,551.83,369.94,1,-1,-1,-1
13,2,660.88,144.17,628.40,362.37,1,-1,-1,-1
13,3,245.31,137.48,331.64,319.65,1,-1,-1,-1
13,5,305.47,196.32,404.55,293.86,1,-1,-1,-1
13,7,435.99,192.91,445.30,262.54,1,-1,-1,-1
13,9,485.75,143.84,547.04,205.59,1,-1,-1,-1
13,10,498.38,138.17,575.65,196.75,1,-1,-1,-1
13,11,540.65,146.70,565.42,195.40,1,-1,-1,-1
14,1,612.75,148.16,558.99,369.31,1,-1,-1,-1
14,2,674.64,143.78,630.49,359.72,1,-1,-1,-1
14,3,261.24,139.64,334.91,321.97,1,-1,-1,-1
14,5,312.84,203.49,404.11,293.46,1,-1,-1,-1
14,7,437.65,192.67,446.80,261.74,1,-1,-1,-1
14,9,487.48,145.40,548.94,206.99,1,-1,-1,-1
14,10,500.39,138.87,570.47,195.61,1,-1,-1,-1
14,11,573.21,146.05,564.59,194.79,1,-1,-1,-1
15,1,637.45,148.08,564.92,367.40,1,-1,-1,-1
15,2,687.77,143.77,644.10,363.62,1,-1,-1,-1
15,3,275.11,141.35,338.73,324.43,1,-1,-1,-1
15,5,322.71,212.19,403.18,292.64,1,-1,-1,-1
15,7,427.86,192.40,451.67,263.37,1,-1,-1,-1
15,9,493.05,145.29,544.46,205.79,1,-1,-1,-1
15,10,509.10,139.95,554.66,190.49,1,-1,-1,-1
15,11,581.32,145.96,568.57,195.87,1,-1,-1,-1
15,13,241.02,127.60,275.02,324.56,1,-1,-1,-1
16,1,641.25,151.44,577.00,369.23,1,-1,-1,-1
16,2,698.49,143.30,656.11,365.90,1,-1,-1,-1
16,3,291.63,141.21,341.92,325.45,1,-1,-1,-1
16,5,335.19,209.93,402.16,291.67,1,-1,-1,-1
16,7,431.75,192.50,449.76,262.25,1,-1,-1,-1
16,9,496.37,144.12,544.94,206.52,1,-1,-1,-1
16,10,527.10,143.65,566.12,194.69,1,-1,-1,-1
16,11,581.38,143.22,569.20,195.75,1,-1,-1,-1
16,13,253.19,127.43,278.45,327.33,1,-1,-1,-1
17,1,646.20,152.70,587.31,369.05,1,-1,-1,-1
17,2,713.41,145.33,668.17,367.76,1,-1,-1,-1
17,3,316.71,138.33,342.69,322.81,1,-1,-1,-1
17,5,338.81,212.03,401.94,291.52,1,-1,-1,-1
17,9,497.79,143.88,548.24,208.38,1,-1,-1,-1
17,10,532.91,145.99,572.04,197.10,1,-1,-1,-1
17,11,589.53,142.46,569.98,196.02,1,-1,-1,-1
17,13,261.12,129.00,280.92,328.47,1,-1,-1,-1
17,15,499.18,144.44,498.13,178.35,1,-1,-1,-1
18,1,651.87,157.13,595.13,367.30,1,-1,-1,-1
18,2,724.84,145.32,673.88,365.72,1,-1,-1,-1
18,3,335.43,129.08,349.37,324.27,1,-1,-1,-1
18,9,499.91,144.10,549.56,209.50,1,-1,-1,-1
18,10,535.15,145.34,574.71,198.41,1,-1,-1,-1
18,11,581.53,145.60,574.38,197.20,1,-1,-1,-1
18,13,268.79,127.51,286.25,332.91,1,-1,-1,-1
18,15,576.87,143.00,492.80,175.30,1,-1,-1,-1
19,1,677.06,154.38,605.61,366.68,1,-1,-1,-1
19,2,741.51,144.89,682.33,365.44,1,-1,-1,-1
