3,1,530.00,267.66,108.50,327.44,1,-1,-1,-1
3,2,385.67,275.46,104.56,315.68,1,-1,-1,-1
3,3,891.71,118.33,214.02,644.11,1,-1,-1,-1
3,4,792.54,327.22,40.64,124.01,1,-1,-1,-1
4,1,522.48,255.37,110.71,334.09,1,-1,-1,-1
4,2,380.51,275.46,104.56,315.68,1,-1,-1,-1
4,3,900.56,133.54,222.26,668.90,1,-1,-1,-1
4,4,790.48,327.05,41.44,126.42,1,-1,-1,-1
5,1,525.84,254.92,105.86,319.46,1,-1,-1,-1
5,2,379.25,275.46,104.56,315.68,1,-1,-1,-1
5,3,897.04,141.57,223.90,673.83,1,-1,-1,-1
5,4,786.32,328.57,39.63,120.90,1,-1,-1,-1
6,1,521.92,251.42,109.86,331.53,1,-1,-1,-1
6,2,367.54,252.59,115.73,349.39,1,-1,-1,-1
6,3,877.11,106.01,238.96,719.13,1,-1,-1,-1
6,4,782.86,324.43,43.29,132.06,1,-1,-1,-1
7,1,520.70,250.27,111.20,335.59,1,-1,-1,-1
7,2,363.58,244.79,119.54,360.89,1,-1,-1,-1
7,3,882.26,120.56,220.42,663.34,1,-1,-1,-1
7,4,781.73,323.07,44.49,135.70,1,-1,-1,-1
8,1,510.95,267.43,106.55,321.56,1,-1,-1,-1
8,2,361.23,246.28,115.52,348.74,1,-1,-1,-1
8,3,884.65,125.99,213.30,641.92,1,-1,-1,-1
8,4,780.82,325.39,42.89,130.81,1,-1,-1,-1
9,1,501.35,256.03,110.09,332.25,1,-1,-1,-1
9,2,358.58,264.56,108.67,328.05,1,-1,-1,-1
9,3,885.64,127.80,210.85,634.54,1,-1,-1,-1
9,4,780.59,326.32,42.24,128.83,1,-1,-1,-1
10,1,498.08,252.01,111.35,336.04,1,-1,-1,-1
10,2,344.53,269.61,111.20,335.68,1,-1,-1,-1
10,3,886.13,128.36,210.01,632.02,1,-1,-1,-1
10,4,774.95,323.83,44.06,134.35,1,-1,-1,-1
11,1,497.07,250.49,111.84,337.50,1,-1,-1,-1
11,2,339.78,268.23,117.46,354.57,1,-1,-1,-1
11,3,886.43,128.48,209.75,631.25,1,-1,-1,-1
11,4,770.51,325.16,46.86,142.87,1,-1,-1,-1
12,1,496.88,249.94,112.02,338.07,1,-1,-1,-1
12,2,338.07,270.83,114.52,345.67,1,-1,-1,-1
12,3,858.16,128.45,209.70,631.09,1,-1,-1,-1
12,4,771.26,329.43,45.81,139.67,1,-1,-1,-1
13,1,488.48,245.49,117.47,354.51,1,-1,-1,-1
13,2,337.78,271.90,113.25,341.84,1,-1,-1,-1
13,3,858.12,134.47,219.86,661.66,1,-1,-1,-1
13,4,769.27,327.30,47.51,144.82,1,-1,-1,-1
14,1,485.45,243.86,119.49,360.59,1,-1,-1,-1
14,2,337.89,272.31,112.74,340.30,1,-1,-1,-1
14,3,858.23,136.65,223.61,672.91,1,-1,-1,-1
14,4,768.57,326.50,48.14,146.70,1,-1,-1,-1
14,5,669.76,335.22,41.87,127.76,1,-1,-1,-1
15,1,484.45,243.27,120.25,362.86,1,-1,-1,-1
